Date,Test Case ID,Module,Test Scenario,Test Steps,Expected Result,Actual Result,Status,Remarks
2026-05-27,TC-125,DNS QRP,Check qtype validation and internet protocol and transport protocol,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All protocol values should validate correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-126,DNS QRP,Add QRP with duplicate name,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Enter invalid / duplicate / out-of-range value as per scenario
7. Click 'Save' / 'Submit'
8. Verify proper validation/error message is displayed and no change is saved",Error should display - same name not permitted,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-05-27,TC-127,DNS QRP,Verify zone scope association in QRP,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Zone scope should work correctly with QRP,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-128,DNS QRP,Verify qtype value loads correctly in Edit QRP,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Qtype value should display proper value in edit mode,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-129,DNS QRP,Edit DNS QRP condition and verify value updates properly,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Condition values should update correctly,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-130,DNS QRP,Verify same values for Internet Protocol and Transport Protocol not allowed in action and exception,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Enter invalid / duplicate / out-of-range value as per scenario
6. Click 'Save' / 'Submit'
7. Verify proper validation/error message is displayed and no change is saved",Duplicate protocol values in action should be rejected,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
2026-05-27,TC-131,DNS QRP,Create QRP action with allow and verify in Windows Get command,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",QRP should display in Get-DnsServerQueryResolutionPolicy,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-132,DNS QRP,Verify client subnet updates correctly in DNSQRP,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Client subnet changes should reflect in QRP,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-27,TC-133,DNS QRP,Verify QRP zone scope allows only FQDN subdomains of parent zone,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > Query Resolution Policy
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Enter invalid / duplicate / out-of-range value as per scenario
6. Click 'Save' / 'Submit'
7. Verify proper validation/error message is displayed and no change is saved",Only valid subdomain FQDNs should be accepted,,Not Started,Platform: Windows | Type: Functional | Nature: Negative
,,DNS FIREWALL,,,,,,
2026-05-28,TC-134,DNS Firewall,Import domain list in DNS firewall,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > DNS Firewall
3. Click 'Import' and upload the test file
4. Verify success toast and that record appears/updates/removes in the list
5. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Domains should be imported successfully,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-28,TC-135,DNS Firewall,Verify ME_DDI_BlockedZonesPolicy auto-created in QRP when first adding DNS firewall,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > DNS Firewall
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Policy should be automatically created,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-28,TC-136,DNS Firewall,Bulk add zones and verify blocking using dig command,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > DNS Firewall
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Added domains should be blocked in dig query,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-28,TC-137,DNS Firewall,Add more than 7000 domains and verify all are blocked,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > DNS Firewall
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",All domains exceeding 7000 should also be blocked,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-28,TC-138,DNS Firewall,Update DNS firewall and verify ME_DDI_BlockedZonesPolicy updates,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > DNS Firewall
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Blocked zones policy should reflect firewall updates,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-28,TC-139,DNS Firewall,Verify ME_DDI_BlockedZonesPolicy exclusion displays only Windows machines,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Settings > DNS Firewall
3. Locate the item / setting in the UI
4. Inspect the displayed values and behavior
5. Verify success toast and that record appears/updates/removes in the list
6. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Exclusion list should only show Windows machines,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
,,DDNS (Dynamic DNS) TESTING,,,,,,
2026-05-28,TC-140,DDNS,Create zone with DDNS enabled and enter valid name server name,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain > DDNS Settings
3. Click 'Add' / 'Create' button
4. Fill all mandatory fields with valid test data
5. Click 'Save' / 'Submit'
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Zone should be created with DDNS enabled and valid NS,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-28,TC-141,DDNS,Enable DDNS when editing zone and change TTL to auto-update,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain > DDNS Settings
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",TTL should automatically update in DDNS zone,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
2026-05-28,TC-142,DDNS,Verify zone update when server IP is swapped with DDNS enabled,"1. Login to DDI Console with valid credentials
2. Navigate to DNS > Domain > DDNS Settings
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Verify success toast and that record appears/updates/removes in the list
7. Backend verify on Windows server using PowerShell (Get-DnsServer.../Get-DhcpServer...) or dig command",Zone should update without NoneType split error,,Not Started,Platform: Windows | Type: Functional | Nature: Positive
